Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accounts,FetchAccountKeySaltFromUsername,0.003,R,key,salt,,,
accounts,AddAccountSession,0.645,R,uuid,token,expire,,
sessions,AddAccountSession,0.645,W,uuid,token,expire,,
accounts,AddAccountSession,0.648,W,lastLoggedIn,,,,
sessions,FetchUUIDFromToken,1.011,R,uuid,,,,
accounts,FetchUsernameFromUUID,1.012,R,userName,,,,
accounts,FetchDiscordIdByUsername,1.012,R,discordId,,,,
accounts,FetchGoogleIdByUsername,1.013,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,1.013,R,slot,,,,
sessions,FetchUUIDFromToken,1.385,R,uuid,,,,
systemSaveData,ReadSystemSaveData,1.386,R,data,,,,
sessions,FetchUUIDFromToken,7.658,R,uuid,,,,
activeClientSessions,UpdateActiveSession,7.658,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,7.659,R,data,,,,
accounts,FetchPlayerCount,10.436,R,lastActivity,,,,
accounts,FetchBattleCount,10.445,R,banned,,,,
accountStats,FetchBattleCount,10.445,R,battleCount,,,,
accounts,FetchClassicSessionCount,10.454,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,10.454,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,40.446,R,lastActivity,,,,
accounts,FetchBattleCount,40.455,R,banned,,,,
accountStats,FetchBattleCount,40.455,R,battleCount,,,,
accounts,FetchClassicSessionCount,40.463,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,40.463,R,classicSessionPlayedCount,,,,
sessions,FetchUUIDFromToken,58.115,R,uuid,,,,
activeClientSessions,UpdateActiveSession,58.115,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,58.116,R,data,,,,
sessions,FetchUUIDFromToken,58.289,R,uuid,,,,
activeClientSessions,UpdateActiveSession,58.290,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,58.290,R,data,,,,
sessions,FetchUUIDFromToken,58.292,R,uuid,,,,
activeClientSessions,UpdateActiveSession,58.293,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,58.294,R,data,,,,
sessions,FetchUUIDFromToken,58.295,R,uuid,,,,
activeClientSessions,UpdateActiveSession,58.295,W,uuid,clientSessionId,,,
sessionSaveData,ReadSessionSaveData,58.296,R,data,,,,
sessions,FetchUUIDFromToken,63.931,R,uuid,,,,
accounts,FetchUsernameFromUUID,63.931,R,userName,,,,
accounts,FetchDiscordIdByUsername,63.932,R,discordId,,,,
accounts,FetchGoogleIdByUsername,63.932,R,googleId,,,,
sessionSaveData,GetLatestSessionSaveDataSlot,63.933,R,slot,,,,
sessions,FetchUUIDFromToken,64.295,R,uuid,,,,
